genes	SRR1278968_counts.txt SRR1278969_counts.txt SRR1278970_counts.txt SRR1278971_counts.txt SRR1278972_counts.txt SRR1278973_counts.txt
CPAR2_209290 1 0 0 2 0 1
CPAR2_209300 0 0 0 0 0 0
CPAR2_209310 3 5 3 21 20 19
CPAR2_209320 0 0 0 0 0 0
CPAR2_209330 0 0 0 0 0 0
CPAR2_209340 1 5 1 17 9 6
CPAR2_209350 6 3 1 1 3 1
CPAR2_209360 0 0 0 0 0 0
CPAR2_209370 0 0 0 0 3 0
CPAR2_209380 1 1 0 0 0 0
CPAR2_209390 31 31 39 95 109 100
CPAR2_209400 1 5 3 8 7 5
CPAR2_209410 1 0 0 0 0 0
CPAR2_209420 0 0 1 3 2 1
CPAR2_209430 13 11 13 8 23 13
CPAR2_209440 0 0 0 1 0 0
CPAR2_209450 0 0 0 0 0 1
CPAR2_209460 5 4 3 4 3 4
CPAR2_209470 0 1 0 0 5 0
CPAR2_209480 0 1 0 5 2 1
CPAR2_209490 2 0 0 0 0 0
CPAR2_209500 0 0 0 0 1 0
CPAR2_209510 0 0 0 1 0 0
CPAR2_209520 12 10 16 16 44 35
CPAR2_209530 0 0 0 0 0 0
CPAR2_209540 0 0 0 2 8 5
CPAR2_209550 1 0 0 0 0 1
CPAR2_209560 0 0 0 5 3 3
CPAR2_209570 3 6 8 12 12 12
CPAR2_209580 0 0 0 0 1 0
CPAR2_209590 0 0 0 0 0 0
CPAR2_209600 1 0 3 16 17 10
CPAR2_209610 5 1 6 14 19 3
CPAR2_209620 0 0 0 3 0 0
CPAR2_209630 1 0 0 5 3 2
CPAR2_209640 4 2 0 10 18 8
CPAR2_209650 0 0 0 0 0 1
CPAR2_209660 13 11 16 29 28 19
CPAR2_209670 0 0 0 10 8 3
CPAR2_209680 15 13 17 11 21 15
CPAR2_209690 0 0 0 4 3 0
CPAR2_209700 0 0 1 0 0 0
CPAR2_209710 0 3 2 4 6 2
CPAR2_209720 0 0 0 0 0 0
CPAR2_209730 1 0 0 0 0 0
CPAR2_209740 0 0 0 0 0 0
CPAR2_209750 1 1 3 7 18 7
CPAR2_209760 0 3 0 0 0 1
CPAR2_209770 1 0 0 5 30 20
CPAR2_209780 6 9 9 49 39 38
CPAR2_209790 1 0 5 92 130 91
CPAR2_209800 1 0 0 0 1 1
CPAR2_209810 0 0 0 7 3 2
CPAR2_209820 0 0 1 105 74 32
CPAR2_209830 37 27 44 355 383 267
CPAR2_209840 0 1 0 5 5 1
CPAR2_209850 2 0 4 0 3 1
CPAR2_209860 4 4 4 37 58 66
CPAR2_209870 0 1 0 0 0 0
CPAR2_209880 0 0 0 0 0 0
CPAR2_209890 1 1 0 2 0 1
CPAR2_209900 1 4 7 37 36 44
CPAR2_209910 1 0 0 6 18 7
CPAR2_209920 0 0 0 0 0 0
CPAR2_209930 48 42 42 27 39 41
CPAR2_209940 0 3 2 7 4 2
CPAR2_209950 1 1 1 15 26 9
CPAR2_209960 85 106 91 471 616 359
CPAR2_209970 80 70 54 320 389 197
CPAR2_209980 0 0 0 0 0 0
CPAR2_209990 0 1 0 2 7 5
CPAR2_210000 2 2 4 0 1 2
CPAR2_210010 0 0 0 1 0 0
CPAR2_210020 18 14 14 50 46 30
CPAR2_210030 0 0 0 0 0 0
CPAR2_210040 7 2 12 23 73 63
CPAR2_210050 0 0 2 0 1 0
CPAR2_210060 0 0 1 0 0 0
CPAR2_210070 0 0 0 2 2 0
CPAR2_210080 0 0 0 0 0 0
CPAR2_210090 0 0 0 0 2 0
CPAR2_210100 0 0 1 3 2 0
CPAR2_210110 0 0 0 0 0 0
CPAR2_210120 0 0 0 1 1 0
CPAR2_210130 0 0 0 0 0 0
CPAR2_210140 0 0 1 0 0 0
CPAR2_210150 607 563 528 1322 1588 936
CPAR2_210160 0 0 0 3 0 0
CPAR2_210170 0 0 0 1 0 0
CPAR2_210180 0 0 0 2 0 0
CPAR2_210190 0 1 1 5 3 4
CPAR2_210200 5 0 1 31 16 11
CPAR2_210210 0 0 0 2 1 0
CPAR2_210220 0 0 0 1 2 1
CPAR2_210230 196 183 197 97 149 126
CPAR2_210240 1 0 2 2 3 0
CPAR2_210250 0 0 0 0 1 1
CPAR2_210260 158 153 143 486 555 315
CPAR2_210270 6 0 0 2 3 4
CPAR2_210280 0 0 0 0 0 0
CPAR2_210290 1 1 0 2 2 1
CPAR2_210300 0 0 0 0 0 0
CPAR2_210310 1 0 0 2 0 1
CPAR2_210320 0 0 0 0 0 0
CPAR2_210330 0 2 0 4 11 3
CPAR2_210340 0 0 0 2 1 0
CPAR2_210345 0 0 0 0 0 1
CPAR2_210350 5 4 0 13 31 11
CPAR2_210360 0 0 0 0 3 0
CPAR2_210370 0 0 0 1 3 2
CPAR2_210380 0 0 0 2 1 0
CPAR2_210390 0 1 3 2 2 7
CPAR2_210400 2 0 0 6 5 1
CPAR2_210410 5 1 1 0 14 14
CPAR2_210420 1 1 1 1 1 7
CPAR2_210430 21 16 33 8 24 24
CPAR2_210440 0 0 0 2 1 0
CPAR2_210450 1 2 1 0 2 2
CPAR2_210460 15 9 8 21 48 51
CPAR2_210470 19 15 17 11 34 57
CPAR2_210480 1 1 0 2 11 0
CPAR2_210490 0 0 0 2 0 0
CPAR2_210500 0 0 0 1 0 0
CPAR2_210510 1 3 6 30 68 59
CPAR2_210520 11 4 6 7 12 11
CPAR2_210530 9 11 5 16 13 8
CPAR2_210540 1 0 0 0 0 0
CPAR2_210550 12 18 32 65 103 111
CPAR2_210560 39 74 78 169 82 59
CPAR2_210570 50 73 83 271 349 252
CPAR2_210580 7 10 11 10 20 14
CPAR2_210590 1 1 2 1 1 0
CPAR2_210600 28 19 33 35 22 13
CPAR2_210610 65 74 63 100 142 103
CPAR2_210620 1 1 4 20 13 10
CPAR2_210630 0 0 1 0 0 1
CPAR2_210640 0 1 0 0 0 0
CPAR2_210650 0 0 0 0 0 0
CPAR2_210660 0 0 0 0 0 0
CPAR2_210670 0 0 0 0 1 0
CPAR2_210680 0 0 0 0 2 1
CPAR2_210690 2 3 2 0 6 4
CPAR2_210700 0 0 0 0 0 1
CPAR2_210710 0 0 0 0 1 0
CPAR2_210720 0 0 1 0 3 0
CPAR2_210730 0 0 0 0 1 0
CPAR2_210740 28 25 33 317 292 191
CPAR2_210750 1 4 2 2 1 1
CPAR2_210760 0 0 0 0 0 1
CPAR2_210770 0 0 0 0 0 0
CPAR2_210780 0 2 2 1 0 5
CPAR2_210790 0 0 0 0 0 0
CPAR2_210800 3 1 1 1 2 1
CPAR2_210810 0 0 0 1 0 3
CPAR2_210820 1 0 0 0 0 0
CPAR2_210830 1 2 0 2 3 0
CPAR2_210840 0 0 0 2 2 2
CPAR2_210850 1 1 2 9 7 5
CPAR2_210860 0 0 0 0 0 0
CPAR2_210870 0 0 0 0 0 0
CPAR2_210880 0 1 0 8 7 7
CPAR2_210890 0 0 0 0 0 0
CPAR2_210900 0 2 0 4 3 2
CPAR2_210910 6 4 1 5 5 1
CPAR2_210920 0 0 0 0 0 0
CPAR2_210930 0 0 0 0 1 0
CPAR2_210940 0 0 1 0 0 0
CPAR2_210950 0 1 0 1 1 0
CPAR2_210960 17 13 11 7 4 7
CPAR2_210970 0 0 0 0 0 0
CPAR2_210980 1 0 0 3 5 12
CPAR2_210990 0 0 0 1 0 0
CPAR2_211000 0 0 0 0 0 0
CPAR2_211010 0 0 0 0 2 2
CPAR2_211020 0 0 0 0 0 0
CPAR2_211030 2 0 3 6 10 5
CPAR2_211040 1 2 0 4 3 2
CPAR2_211050 0 0 3 9 18 3
CPAR2_211060 72 79 115 498 547 375
CPAR2_211070 0 0 0 2 1 1
CPAR2_211080 0 0 0 2 1 0
CPAR2_211090 0 1 2 0 0 1
CPAR2_211100 0 0 0 0 0 0
CPAR2_211110 2 0 0 40 29 11
CPAR2_211120 1 0 0 0 2 0
CPAR2_211130 0 0 0 7 6 2
CPAR2_211140 0 0 0 19 14 6
CPAR2_211150 0 0 2 5 2 1
CPAR2_211160 0 0 0 3 6 4
CPAR2_211170 0 0 0 0 0 0
CPAR2_211180 1 1 0 0 0 0
CPAR2_211190 0 0 0 4 4 1
CPAR2_211200 0 1 0 1 1 0
CPAR2_211210 0 0 0 0 0 1
CPAR2_211220 0 0 0 0 0 0
CPAR2_211230 6 11 6 1 7 0
CPAR2_211240 0 0 1 4 6 2
CPAR2_211250 4 2 5 6 2 1
CPAR2_211260 0 0 0 0 0 0
CPAR2_211270 0 0 0 3 0 0
CPAR2_211280 30 34 33 13 8 6
CPAR2_211290 0 0 0 0 0 0
CPAR2_211300 0 0 0 0 0 0
CPAR2_211310 6 5 8 29 36 22
CPAR2_211320 3 3 0 2 12 9
CPAR2_211330 0 0 0 0 0 0
CPAR2_211340 0 0 0 1 5 4
CPAR2_211350 4 4 2 43 25 16
CPAR2_211360 0 0 0 0 3 0
CPAR2_211370 0 0 0 1 1 1
CPAR2_211380 2 1 2 0 0 0
CPAR2_211390 1 0 0 0 0 0
CPAR2_211400 1 1 0 0 0 0
CPAR2_211410 0 0 1 0 0 0
CPAR2_211420 2 0 0 16 29 11
CPAR2_211430 0 0 0 0 0 1
CPAR2_211440 6 1 4 5 5 0
CPAR2_211450 7 4 7 29 35 14
CPAR2_211460 1 1 0 0 1 0
CPAR2_211470 0 0 0 0 0 1
CPAR2_211480 0 0 0 0 0 2
CPAR2_211490 0 2 0 0 0 0
CPAR2_211500 0 1 0 3 1 2
CPAR2_211510 0 0 0 0 0 0
CPAR2_211520 0 1 0 15 19 9
CPAR2_211530 14 25 14 120 112 50
CPAR2_211540 13 20 19 57 66 32
CPAR2_211550 0 0 0 0 0 0
CPAR2_211560 1 0 0 0 0 1
CPAR2_211570 0 0 0 0 0 0
CPAR2_211580 3 2 1 1 3 0
CPAR2_211590 0 0 0 0 1 0
CPAR2_211600 1 0 1 0 1 0
CPAR2_211610 0 0 0 1 2 0
CPAR2_211620 0 1 0 2 0 0
CPAR2_211630 0 0 0 3 0 1
CPAR2_211640 0 0 0 1 1 0
CPAR2_211650 1 1 1 1 0 1
CPAR2_211660 0 0 1 1 0 0
CPAR2_211670 5 2 4 2 5 4
CPAR2_211680 0 2 0 12 17 5
CPAR2_211690 0 1 0 0 0 0
CPAR2_211700 0 0 0 0 0 0
CPAR2_211710 0 0 0 6 8 1
CPAR2_211720 1 0 0 9 13 5
CPAR2_211730 11 11 9 8 5 8
CPAR2_211740 2 4 7 16 9 7
CPAR2_211750 3 2 8 0 0 2
CPAR2_211760 1 0 0 3 1 0
CPAR2_211770 0 1 0 0 0 0
CPAR2_211780 0 0 0 1 0 0
CPAR2_211790 0 0 0 1 1 0
CPAR2_211800 0 0 0 0 0 0
CPAR2_211810 0 2 2 8 9 10
CPAR2_211820 20 28 26 2 7 6
CPAR2_211830 10 4 5 7 6 6
CPAR2_211840 10 5 20 19 16 13
CPAR2_211850 0 0 0 0 0 0
CPAR2_211860 2 3 7 6 2 4
CPAR2_211870 0 0 0 2 1 0
CPAR2_211880 0 1 1 1 3 0
CPAR2_211890 3 1 0 3 4 5
CPAR2_211900 5 5 5 2 3 3
CPAR2_211910 27 39 37 38 15 18
CPAR2_211920 7 7 7 26 26 22
CPAR2_211930 12 5 9 12 11 4
CPAR2_211940 1 0 2 0 2 2
CPAR2_211950 12 14 16 19 42 17
CPAR2_211960 27 15 24 102 132 84
CPAR2_211970 10 2 9 3 7 6
CPAR2_211980 0 0 0 0 2 0
CPAR2_211990 1 1 1 1 3 2
CPAR2_212000 1 0 1 2 1 3
CPAR2_212010 0 0 0 2 1 2
CPAR2_212020 2 5 2 3 11 2
CPAR2_212030 0 5 1 4 3 2
CPAR2_212040 257 266 282 981 994 664
CPAR2_212050 0 1 0 1 0 1
CPAR2_212060 1 0 0 0 1 2
CPAR2_212070 0 2 3 1 0 0
CPAR2_212080 0 1 0 20 24 12
CPAR2_212090 2 0 0 9 15 7
CPAR2_212100 0 1 0 3 1 0
CPAR2_212110 1 0 1 2 2 1
CPAR2_212120 1 2 3 0 1 2
CPAR2_212130 0 0 1 6 8 6
CPAR2_212140 1 2 0 2 9 3
CPAR2_212150 3 5 7 7 11 13
CPAR2_212160 0 0 3 1 0 0
CPAR2_212170 1 1 1 0 0 2
CPAR2_212180 0 0 0 0 0 1
CPAR2_212190 28 51 44 74 67 44
CPAR2_212200 1 1 1 10 7 8
CPAR2_212210 0 1 0 0 1 2
CPAR2_212220 0 0 0 1 2 0
CPAR2_212230 27 18 16 61 56 34
CPAR2_212240 1 1 2 21 20 16
CPAR2_212250 0 0 0 1 0 1
CPAR2_212260 0 1 0 0 0 0
CPAR2_212270 0 0 0 0 0 0
CPAR2_212280 0 0 0 0 2 1
CPAR2_212290 1 0 1 4 2 3
CPAR2_212300 0 0 0 0 0 0
CPAR2_212310 0 0 0 2 0 0
CPAR2_212320 3 3 4 17 22 11
CPAR2_212330 0 0 0 0 0 0
CPAR2_212340 0 0 1 0 0 0
CPAR2_212350 1 0 0 4 7 4
CPAR2_212360 0 0 0 0 0 0
CPAR2_212370 0 1 0 0 0 4
CPAR2_212380 0 0 0 1 4 0
CPAR2_212390 0 0 0 0 0 0
CPAR2_212400 0 0 0 3 0 1
CPAR2_212410 0 0 0 1 1 1
CPAR2_212420 1 0 0 0 1 1
CPAR2_212430 2 1 1 1 2 0
CPAR2_212440 0 0 1 0 0 0
CPAR2_212450 0 0 0 0 0 1
CPAR2_212460 7 4 8 74 61 68
CPAR2_212470 0 0 1 0 2 0
CPAR2_212480 2 1 1 2 2 3
CPAR2_212490 1 0 1 0 0 0
CPAR2_212500 0 1 1 2 2 0
CPAR2_212510 0 1 0 2 1 3
CPAR2_212520 0 0 0 0 0 0
CPAR2_212530 0 0 0 0 0 0
CPAR2_212540 0 0 0 0 0 0
CPAR2_212550 1 1 0 0 2 1
CPAR2_212560 0 3 2 1 0 2
CPAR2_212570 0 0 0 0 1 1
CPAR2_212580 0 0 1 4 10 2
CPAR2_212590 0 0 1 0 0 0
CPAR2_212600 2 1 2 0 0 0
CPAR2_212610 1 0 1 0 0 0
CPAR2_212620 3 2 2 2 1 1
CPAR2_212630 0 0 1 2 4 1
CPAR2_212640 9 11 11 13 29 23
CPAR2_212650 0 3 0 20 37 17
CPAR2_212660 0 0 0 0 0 0
CPAR2_212670 68 60 75 152 150 157
CPAR2_212680 0 0 0 0 0 0
CPAR2_212690 5 2 8 0 4 3
CPAR2_212700 0 1 1 0 0 1
CPAR2_212710 6 5 3 0 0 2
CPAR2_212720 0 0 0 0 4 2
CPAR2_212730 1 1 0 2 4 3
CPAR2_212740 0 0 0 1 0 0
CPAR2_212750 0 0 0 1 0 0
CPAR2_212760 0 0 0 0 0 0
CPAR2_212770 0 0 0 0 0 0
CPAR2_212780 0 0 0 8 22 11
CPAR2_212790 0 0 0 11 10 6
CPAR2_212800 1 0 2 4 11 5
CPAR2_212810 2 2 0 2 10 7
CPAR2_212820 1 3 1 1 1 1
CPAR2_212830 0 0 0 0 0 0
CPAR2_212840 0 0 0 0 0 0
CPAR2_212850 0 0 0 0 0 0
CPAR2_212860 0 0 0 0 2 0
CPAR2_212870 0 0 0 1 1 0
CPAR2_212880 1 0 0 0 0 1
CPAR2_212890 0 0 2 1 0 1
CPAR2_212900 1 2 0 1 7 5
CPAR2_212910 0 0 0 0 6 4
CPAR2_212920 113 134 147 241 241 218
CPAR2_212925 1 0 0 1 1 0
CPAR2_212930 0 0 1 0 0 0
CPAR2_212940 0 0 0 0 0 0
CPAR2_212950 0 0 0 0 0 0
CPAR2_212960 0 0 0 0 1 0
CPAR2_212970 0 0 0 1 1 0
CPAR2_212980 2 0 0 11 9 7
CPAR2_212990 0 0 1 1 4 2
CPAR2_213000 0 0 0 0 0 0
CPAR2_213010 7 1 3 11 12 4
CPAR2_213020 8 9 3 13 10 7
CPAR2_213030 2 2 1 2 0 0
CPAR2_213040 35 34 59 221 279 261
CPAR2_213050 0 0 0 0 0 1
CPAR2_213060 0 0 0 0 0 0
CPAR2_213070 1 0 2 10 2 3
CPAR2_213080 0 0 0 0 0 0
CPAR2_213090 0 0 0 0 1 0
CPAR2_213100 0 0 1 2 2 2
CPAR2_213110 2 0 2 12 29 9
CPAR2_213120 0 1 1 7 12 8
CPAR2_213130 0 0 0 0 1 0
CPAR2_213140 0 0 0 0 0 0
CPAR2_213150 0 0 0 0 1 0
CPAR2_213160 0 0 0 1 0 0
CPAR2_213170 0 0 0 0 0 0
CPAR2_213180 0 0 0 0 0 1
CPAR2_213190 0 1 0 1 2 1
CPAR2_213200 68 70 80 10 4 5
CPAR2_213210 4 4 9 28 32 26
CPAR2_213220 0 0 2 0 0 0
CPAR2_213230 0 0 0 0 0 0
CPAR2_213240 0 0 4 0 1 0
CPAR2_213250 0 0 0 0 0 0
CPAR2_213260 60 62 49 78 104 60
CPAR2_213270 0 2 1 0 0 0
CPAR2_213280 3 1 0 8 9 1
CPAR2_213290 0 0 0 5 14 4
CPAR2_213300 0 0 1 2 0 0
CPAR2_213310 1 2 2 0 2 0
CPAR2_213320 0 0 6 14 23 8
CPAR2_213330 3 0 3 9 9 10
CPAR2_213340 0 1 0 0 1 0
CPAR2_213350 0 0 0 2 7 4
CPAR2_213360 42 23 29 34 47 23
CPAR2_213370 0 0 0 0 0 0
CPAR2_213380 0 0 0 0 1 0
CPAR2_213390 0 0 0 0 0 0
CPAR2_213400 0 0 0 0 0 1
CPAR2_213410 1 0 1 2 4 2
CPAR2_213420 0 1 0 0 1 0
CPAR2_213430 0 0 0 4 4 0
CPAR2_213440 18 16 9 33 35 10
CPAR2_213450 0 0 0 0 0 0
CPAR2_213460 3 3 1 1 2 0
CPAR2_213470 0 0 1 0 1 1
CPAR2_213480 7 6 3 23 19 5
CPAR2_213490 8 8 10 14 5 5
CPAR2_213500 0 0 0 4 3 1
CPAR2_213510 0 0 0 3 0 1
CPAR2_213520 2 0 0 5 0 1
CPAR2_213530 0 0 0 0 0 1
CPAR2_213540 191 165 190 493 451 352
CPAR2_213550 0 1 1 0 2 1
CPAR2_213560 0 0 0 0 1 1
CPAR2_213570 0 0 0 0 0 0
CPAR2_213580 0 0 0 0 0 0
CPAR2_213590 0 0 0 2 1 1
CPAR2_213600 0 0 0 0 0 0
CPAR2_213610 0 0 0 0 0 0
CPAR2_213620 0 0 1 1 0 1
CPAR2_213630 0 0 1 1 0 1
CPAR2_213640 0 0 1 1 3 3
CPAR2_213650 1 1 3 7 6 5
CPAR2_213660 2 1 4 0 2 1
CPAR2_213670 27 28 26 201 239 151
CPAR2_213680 0 0 0 1 1 0
CPAR2_213690 0 0 0 1 1 0
CPAR2_213700 1 5 4 1 6 3
CPAR2_213710 0 1 0 0 0 2
CPAR2_213720 0 0 0 0 2 0
CPAR2_213730 0 0 0 0 0 0
CPAR2_213740 0 0 0 0 0 0
CPAR2_213750 0 1 0 0 0 0
CPAR2_213760 2 2 1 1 0 0
CPAR2_213770 0 0 0 6 11 8
CPAR2_213780 0 0 0 0 2 0
CPAR2_213800 0 0 0 0 0 0
CPAR2_213810 1 2 1 1 0 0
CPAR2_213820 2 1 0 1 3 0
CPAR2_213830 0 0 2 2 10 0
CPAR2_213840 0 0 0 0 0 0
CPAR2_213850 0 0 0 13 20 4
CPAR2_213860 1 1 2 5 9 2
CPAR2_213870 1 0 1 4 7 4
CPAR2_213880 0 0 0 0 0 0
CPAR2_213890 0 0 0 0 0 0
CPAR2_213900 0 1 0 13 16 8
CPAR2_213910 18 10 17 18 32 14
CPAR2_213920 1 0 1 2 4 8
CPAR2_213930 0 0 0 1 1 0
CPAR2_213940 0 0 0 0 3 0
CPAR2_213950 0 1 0 5 9 9
CPAR2_213960 3 2 0 8 8 3
CPAR2_213970 0 0 0 0 0 0
CPAR2_213980 1 1 3 8 9 8
CPAR2_213990 2 1 8 6 12 6
CPAR2_214000 0 0 1 0 1 2
CPAR2_214010 1 6 2 4 1 0
CPAR2_214020 0 3 2 8 7 6
CPAR2_214030 1 0 1 4 6 1
CPAR2_214040 0 1 1 0 0 2
CPAR2_214050 1 0 0 1 2 1
CPAR2_214060 0 0 0 1 0 0
CPAR2_214070 0 0 1 1 0 0
CPAR2_214080 0 0 0 0 0 0
CPAR2_214090 3 0 2 4 7 1
CPAR2_214100 0 1 0 3 3 3
CPAR2_214110 0 0 0 0 0 2
CPAR2_214120 0 1 1 0 4 1
CPAR2_214130 0 0 0 12 8 6
CPAR2_214140 0 0 0 1 2 0
CPAR2_214150 2 1 0 0 1 1
CPAR2_214160 0 1 2 1 0 1
CPAR2_214170 3 5 8 4 9 0
CPAR2_214180 0 0 0 0 0 0
CPAR2_300010 2 0 0 5 7 4
CPAR2_300020 0 0 0 0 0 0
CPAR2_300030 0 0 0 0 0 0
CPAR2_300040 12 19 10 18 9 7
CPAR2_300050 55 62 84 108 149 119
CPAR2_300060 2 0 2 4 7 7
CPAR2_300070 0 2 3 2 2 3
CPAR2_300080 0 0 0 0 0 0
CPAR2_300090 0 0 0 0 0 1
CPAR2_300100 1 0 1 0 1 2
CPAR2_300110 0 0 1 0 0 0
CPAR2_300120 1 1 1 0 0 0
CPAR2_300130 2 0 2 2 3 0
CPAR2_300140 0 2 1 8 5 4
CPAR2_300150 1 0 2 6 4 6
CPAR2_300160 0 0 0 0 0 1
CPAR2_300170 1 3 0 6 15 19
CPAR2_300180 0 0 0 0 0 0
CPAR2_300190 0 0 0 1 1 0
CPAR2_300200 43 34 42 12 16 17
CPAR2_300210 0 1 1 13 22 12
CPAR2_300220 0 1 0 0 0 0
CPAR2_300230 7 2 1 22 19 7
CPAR2_300240 0 0 0 0 0 1
CPAR2_300250 0 6 8 2 0 1
CPAR2_300260 0 1 1 0 0 0
CPAR2_300270 0 0 0 1 0 0
CPAR2_300280 0 0 0 0 1 0
CPAR2_300290 0 0 0 0 0 0
CPAR2_300300 1 2 3 4 2 2
CPAR2_300310 2 3 4 1 2 1
CPAR2_300320 6 1 2 1 4 3
CPAR2_300330 0 0 0 3 2 1
CPAR2_300340 0 1 0 2 2 0
CPAR2_300350 0 1 0 1 5 0
CPAR2_300360 0 0 0 0 0 0
CPAR2_300370 0 0 0 0 1 2
CPAR2_300380 1 1 0 5 6 2
CPAR2_300390 0 0 0 1 0 3
CPAR2_300400 0 0 0 0 0 0
CPAR2_300410 0 0 2 0 1 1
CPAR2_300420 0 1 0 1 2 5
CPAR2_300430 0 0 0 0 0 0
CPAR2_300440 54 34 24 16 11 18
CPAR2_300450 0 1 0 0 0 0
CPAR2_300460 0 0 0 0 0 0
CPAR2_300470 28 28 41 7 5 0
CPAR2_300480 8 7 3 5 10 6
CPAR2_300490 2 2 2 9 5 8
CPAR2_300500 1 0 1 0 0 1
CPAR2_300510 0 0 0 0 0 0
CPAR2_300520 0 0 0 0 0 1
CPAR2_300530 0 0 0 0 1 0
CPAR2_300540 20 30 22 119 95 75
CPAR2_300550 1 0 0 1 3 0
CPAR2_300560 0 0 0 2 6 1
CPAR2_300570 0 3 1 8 2 4
CPAR2_300580 0 0 0 0 0 0
CPAR2_300590 0 0 0 3 2 1
CPAR2_300600 49 46 43 86 62 66
CPAR2_300610 0 0 0 0 0 0
CPAR2_300620 0 0 0 0 1 0
CPAR2_300630 0 0 0 0 0 0
CPAR2_300640 13 9 4 4 4 3
CPAR2_300650 0 0 1 0 0 0
CPAR2_300660 1 2 1 2 7 1
CPAR2_300670 17 5 15 19 34 28
CPAR2_300680 11 12 12 68 40 21
CPAR2_300690 2 0 3 5 18 11
CPAR2_300700 0 0 0 0 1 0
CPAR2_300710 1 0 0 2 6 4
CPAR2_300720 86 85 78 108 110 66
CPAR2_300730 1 0 1 3 2 2
CPAR2_300740 6 8 11 31 41 26
CPAR2_300750 5 13 7 3 0 1
CPAR2_300760 1 1 0 2 0 0
CPAR2_300770 3 2 2 0 1 0
CPAR2_300780 0 0 0 23 26 7
CPAR2_300790 0 0 1 1 5 1
CPAR2_300800 3 5 11 5 8 1
CPAR2_300810 2 0 1 14 8 13
CPAR2_300820 5 5 3 66 71 63
CPAR2_300830 0 0 0 0 0 2
CPAR2_300840 0 0 1 4 3 2
CPAR2_300850 0 0 1 1 0 2
CPAR2_300860 3 3 1 5 14 12
CPAR2_300870 8 3 4 7 9 0
CPAR2_300880 0 3 0 5 8 5
CPAR2_300890 0 0 0 0 0 0
CPAR2_300900 1 1 1 5 6 4
CPAR2_300910 0 0 0 1 1 0
CPAR2_300920 0 0 0 0 2 1
CPAR2_300930 0 1 1 0 3 0
CPAR2_300940 1 0 0 9 5 2
CPAR2_300950 0 0 0 0 0 0
CPAR2_300960 0 2 0 1 0 2
CPAR2_300970 0 0 0 0 0 0
CPAR2_300980 0 1 0 6 7 3
CPAR2_300990 0 0 0 0 0 0
CPAR2_301000 1 1 0 0 5 0
CPAR2_301010 0 0 1 0 1 2
CPAR2_301020 1 0 0 8 8 7
CPAR2_301030 0 0 0 0 0 0
CPAR2_301040 1 0 0 1 5 2
CPAR2_301050 0 0 1 3 2 4
CPAR2_301060 42 50 49 47 85 61
CPAR2_301070 2 2 1 0 1 0
CPAR2_301080 0 4 3 48 29 25
CPAR2_301090 29 34 46 34 63 50
CPAR2_301100 1 1 1 2 1 1
CPAR2_301110 0 0 0 0 0 0
CPAR2_301120 119 95 133 327 427 363
CPAR2_301130 1 0 1 2 6 4
CPAR2_301140 217 279 298 705 577 432
CPAR2_301150 1 0 0 1 0 0
CPAR2_301160 1 2 0 10 30 7
CPAR2_301170 3 1 1 76 103 50
CPAR2_301180 0 0 0 0 0 0
CPAR2_301190 0 2 1 6 6 0
CPAR2_301200 3 0 1 5 2 3
CPAR2_301210 0 0 0 0 0 1
CPAR2_301220 14 21 16 68 51 35
CPAR2_301230 0 0 0 0 0 0
CPAR2_301240 0 2 0 0 3 1
CPAR2_301250 1 1 0 1 4 1
CPAR2_301260 2 3 1 1 2 3
CPAR2_301270 0 1 1 2 1 1
CPAR2_301280 0 0 0 0 1 0
CPAR2_301290 0 0 0 1 2 1
CPAR2_301300 1 4 0 12 11 4
CPAR2_301310 0 0 0 0 0 0
CPAR2_301320 0 0 0 1 0 0
CPAR2_301330 0 0 0 4 4 5
CPAR2_301340 25 41 32 9 11 8
CPAR2_301350 1 0 0 4 3 2
CPAR2_301360 2 1 0 4 1 0
CPAR2_301370 0 0 1 0 0 0
CPAR2_301380 0 1 0 0 3 0
CPAR2_301390 0 4 1 3 8 2
CPAR2_301400 0 0 1 56 40 23
CPAR2_301410 0 0 0 0 0 0
CPAR2_301420 0 0 0 0 0 0
CPAR2_301430 0 3 2 1 4 7
CPAR2_301440 0 0 0 2 3 1
CPAR2_301450 4 2 2 1 7 3
CPAR2_301460 3 2 3 7 9 3
CPAR2_301470 0 0 0 1 2 1
CPAR2_301480 236 184 183 279 281 183
CPAR2_301490 0 0 0 0 0 0
CPAR2_301500 0 0 0 0 0 0
CPAR2_301510 0 0 0 0 1 0
CPAR2_301520 1 1 2 1 0 0
CPAR2_301530 0 0 0 0 0 0
CPAR2_301540 0 0 0 0 0 0
CPAR2_301550 1 0 1 0 0 0
CPAR2_301560 0 0 0 0 0 0
CPAR2_301570 1 1 3 5 2 1
CPAR2_301580 0 0 1 0 3 0
CPAR2_301590 16 18 17 4 10 12
CPAR2_301600 0 0 0 0 0 0
CPAR2_301610 0 0 0 0 4 8
CPAR2_301620 0 1 0 2 0 1
CPAR2_301630 0 2 2 2 1 1
CPAR2_301640 7 1 3 13 10 12
CPAR2_301650 1 0 1 4 5 5
CPAR2_301660 0 0 0 2 0 0
CPAR2_301670 0 1 0 0 1 0
CPAR2_301680 1 1 1 15 26 20
CPAR2_301690 772 761 649 569 837 643
CPAR2_301700 0 2 2 8 11 11
CPAR2_301710 0 0 0 0 0 0
