genes	SRR1278968_counts.txt SRR1278969_counts.txt SRR1278970_counts.txt SRR1278971_counts.txt SRR1278972_counts.txt SRR1278973_counts.txt
CPAR2_403990 0 0 0 0 1 0
CPAR2_404000 0 0 1 0 0 1
CPAR2_404010 0 0 0 0 1 0
CPAR2_404020 0 0 0 0 0 1
CPAR2_404030 0 0 0 0 1 1
CPAR2_404040 0 0 0 11 9 3
CPAR2_404050 1 0 0 1 1 0
CPAR2_404060 0 0 0 0 0 0
CPAR2_404070 0 0 0 0 0 0
CPAR2_404080 0 0 0 2 0 0
CPAR2_404090 0 0 0 0 0 0
CPAR2_404100 0 0 0 2 0 0
CPAR2_404110 0 1 0 0 3 1
CPAR2_404120 0 0 1 4 5 1
CPAR2_404130 0 0 0 0 1 0
CPAR2_404140 2 5 6 20 14 10
CPAR2_404160 1 2 0 5 2 1
CPAR2_404170 4 4 4 0 2 0
CPAR2_404180 0 0 0 3 1 0
CPAR2_404190 0 1 2 6 8 8
CPAR2_404200 0 0 0 0 2 0
CPAR2_404210 4 6 2 0 0 1
CPAR2_404220 0 0 0 1 0 1
CPAR2_404230 3 3 4 4 1 0
CPAR2_404240 0 1 0 1 0 1
CPAR2_404250 1 0 0 1 0 0
CPAR2_404260 5 1 2 1 1 1
CPAR2_404270 0 0 0 0 0 0
CPAR2_404280 0 0 0 7 2 1
CPAR2_404290 0 0 0 3 1 0
CPAR2_404300 0 0 0 0 3 0
CPAR2_404310 5 6 1 3 4 2
CPAR2_404320 0 0 0 1 1 0
CPAR2_404330 0 0 1 0 0 0
CPAR2_404340 1 0 0 1 3 3
CPAR2_404350 0 0 0 0 0 0
CPAR2_404360 0 0 0 0 1 0
CPAR2_404370 21 20 29 103 111 102
CPAR2_404380 2 2 3 8 11 8
CPAR2_404390 0 2 1 5 14 2
CPAR2_404400 0 0 0 0 0 0
CPAR2_404410 0 1 0 10 10 5
CPAR2_404420 0 0 0 0 0 0
CPAR2_404430 0 3 2 6 28 6
CPAR2_404440 0 1 0 4 4 7
CPAR2_404450 0 0 0 0 0 0
CPAR2_404460 2 0 0 0 2 1
CPAR2_404470 0 0 0 0 0 0
CPAR2_404480 0 0 0 0 0 0
CPAR2_404490 1 3 1 3 6 6
CPAR2_404500 1 2 1 0 0 3
CPAR2_404510 0 0 0 0 0 0
CPAR2_404520 4 10 6 33 26 24
CPAR2_404530 0 0 0 0 0 0
CPAR2_404540 0 1 0 12 29 10
CPAR2_404550 0 0 0 0 0 0
CPAR2_404560 0 0 0 6 11 3
CPAR2_404570 4 3 5 50 77 65
CPAR2_404580 0 1 0 0 0 0
CPAR2_404590 0 1 0 1 3 1
CPAR2_404600 1 3 2 1 2 3
CPAR2_404610 12 9 6 13 18 9
CPAR2_404620 1 0 0 1 0 0
CPAR2_404630 1 0 0 1 0 2
CPAR2_404640 0 0 0 3 5 1
CPAR2_404650 0 1 0 37 39 16
CPAR2_404660 0 0 1 2 3 1
CPAR2_404670 0 1 4 2 5 1
CPAR2_404680 0 0 1 0 1 0
CPAR2_404690 16 8 22 12 18 12
CPAR2_404700 3 1 3 2 2 2
CPAR2_404710 0 0 2 2 2 1
CPAR2_404720 16 29 28 679 646 429
CPAR2_404730 5 1 2 1 0 0
CPAR2_404740 2 1 1 10 23 7
CPAR2_404750 6 5 3 34 36 21
CPAR2_404760 0 0 0 0 1 0
CPAR2_404770 0 0 0 4 10 10
CPAR2_404780 2 0 1 2 2 4
CPAR2_404790 1 1 3 9 22 10
CPAR2_404800 1 2 2 4 5 3
CPAR2_404810 1 3 1 13 15 8
CPAR2_404820 1 0 0 0 0 0
CPAR2_404830 0 0 0 0 0 0
CPAR2_404840 0 0 0 0 2 2
CPAR2_404850 0 0 0 0 1 1
CPAR2_404860 1 1 0 1 0 0
CPAR2_404870 0 0 0 0 0 0
CPAR2_404880 0 0 0 2 1 1
CPAR2_404890 0 1 0 1 2 0
CPAR2_404900 17 16 12 6 7 4
CPAR2_404910 0 0 0 0 1 0
CPAR2_404920 0 0 0 0 1 1
CPAR2_404930 8 15 14 348 364 206
CPAR2_404940 0 0 0 4 2 1
CPAR2_404950 1 0 1 28 11 12
CPAR2_404960 2 0 2 22 37 27
CPAR2_404970 2 0 3 1 1 3
CPAR2_404980 0 0 0 0 2 0
CPAR2_404990 0 0 2 4 6 5
CPAR2_405000 1 0 0 3 2 1
CPAR2_405010 4 5 3 3 4 5
CPAR2_405020 0 0 0 8 3 1
CPAR2_405030 1 0 1 0 1 2
CPAR2_405040 0 0 0 0 0 0
CPAR2_405050 35 29 35 138 277 191
CPAR2_405060 0 0 0 0 0 0
CPAR2_405070 1 0 1 3 1 2
CPAR2_405080 1 0 0 4 2 1
CPAR2_405090 1 0 0 3 7 6
CPAR2_405100 0 0 0 0 0 0
CPAR2_405110 0 0 0 0 0 0
CPAR2_405120 0 1 0 0 0 1
CPAR2_405130 1 2 2 0 0 0
CPAR2_405140 0 1 0 0 0 0
CPAR2_405150 57 33 61 22 30 20
CPAR2_405160 4 0 1 0 2 0
CPAR2_405170 0 3 2 10 29 21
CPAR2_405180 8 9 11 88 81 71
CPAR2_405190 0 0 0 2 1 1
CPAR2_405200 2 9 3 39 60 17
CPAR2_405210 0 0 0 2 0 1
CPAR2_405220 1 0 0 0 5 2
CPAR2_405230 0 0 0 0 0 0
CPAR2_405240 1 0 0 0 1 2
CPAR2_405250 0 0 0 0 0 0
CPAR2_405260 3 2 2 11 13 12
CPAR2_405270 3 4 6 6 7 7
CPAR2_405280 49 34 83 127 231 203
CPAR2_405290 1 1 0 0 2 5
CPAR2_405300 6 1 1 4 7 2
CPAR2_405310 0 0 0 0 0 0
CPAR2_405320 6 4 8 0 0 0
CPAR2_405330 0 0 0 0 0 1
CPAR2_405340 12 14 21 33 46 15
CPAR2_405350 3 4 5 5 5 4
CPAR2_405360 45 54 63 47 37 41
CPAR2_405370 0 1 0 0 3 1
CPAR2_405380 0 1 0 13 8 7
CPAR2_405390 0 0 0 1 0 0
CPAR2_405400 0 0 0 6 9 2
CPAR2_405410 0 0 0 0 0 1
CPAR2_405420 1 2 2 4 7 6
CPAR2_405430 1 0 1 6 9 2
CPAR2_405440 0 0 0 0 1 3
CPAR2_405450 0 1 0 1 0 0
CPAR2_405460 0 0 0 1 0 2
CPAR2_405470 0 0 0 3 1 3
CPAR2_405480 0 0 0 0 0 0
CPAR2_405490 0 0 0 1 1 0
CPAR2_405500 1 0 0 1 2 0
CPAR2_405510 0 0 0 1 0 2
CPAR2_405520 1 6 2 3 4 3
CPAR2_405530 0 0 0 0 0 2
CPAR2_405540 0 0 0 0 0 0
CPAR2_405550 0 0 0 0 1 0
CPAR2_405560 0 0 0 0 0 0
CPAR2_405570 0 1 1 0 0 0
CPAR2_405580 3 0 2 1 0 0
CPAR2_405590 0 0 0 1 7 6
CPAR2_405600 0 0 0 0 0 0
CPAR2_405610 1 0 1 0 5 1
CPAR2_405620 0 6 1 8 7 6
CPAR2_405630 0 0 0 1 0 1
CPAR2_405640 0 0 0 2 2 2
CPAR2_405650 3 2 6 3 2 3
CPAR2_405660 26 14 13 8 12 11
CPAR2_405670 0 0 0 2 2 0
CPAR2_405680 0 0 0 0 0 0
CPAR2_405690 0 0 0 3 0 1
CPAR2_405695 0 0 0 0 0 0
CPAR2_405700 0 0 0 1 0 3
CPAR2_405710 0 0 0 1 1 1
CPAR2_405720 6 4 9 33 40 38
CPAR2_405730 5 4 3 49 98 39
CPAR2_405740 0 0 0 0 0 0
CPAR2_405750 0 0 0 0 0 1
CPAR2_405760 0 0 0 3 5 6
CPAR2_405770 0 0 0 11 27 11
CPAR2_405780 1 0 0 6 5 6
CPAR2_405790 0 0 0 0 1 1
CPAR2_405800 1 0 2 1 1 2
CPAR2_405810 0 0 0 2 1 0
CPAR2_405820 0 0 0 8 4 4
CPAR2_405830 0 1 1 7 5 4
CPAR2_405840 2 2 6 2 3 2
CPAR2_405850 0 1 0 7 12 5
CPAR2_405860 0 0 0 1 1 0
CPAR2_405870 0 3 0 0 0 0
CPAR2_405880 0 1 0 0 2 1
CPAR2_405890 0 0 1 1 1 1
CPAR2_405900 0 1 0 18 21 10
CPAR2_405910 0 0 1 1 1 0
CPAR2_405920 0 0 0 0 0 0
CPAR2_405930 1 4 1 2 2 2
CPAR2_405940 0 0 0 2 1 0
CPAR2_405950 0 0 0 0 0 0
CPAR2_405960 0 0 0 2 2 1
CPAR2_405970 1 0 0 1 0 3
CPAR2_405980 0 0 0 0 0 1
CPAR2_405990 0 0 0 3 4 5
CPAR2_406000 0 0 0 2 0 0
CPAR2_406010 2 1 2 21 37 13
CPAR2_406020 0 0 0 0 0 0
CPAR2_406030 0 0 0 0 0 1
CPAR2_406040 3 0 1 2 2 2
CPAR2_406050 0 0 0 1 1 0
CPAR2_406060 0 1 0 0 0 1
CPAR2_406070 0 0 0 0 0 0
CPAR2_406080 0 0 1 1 0 0
CPAR2_406090 0 0 0 0 1 0
CPAR2_406100 0 0 1 2 1 0
CPAR2_406110 1 0 1 0 0 0
CPAR2_406120 0 0 0 0 0 0
CPAR2_406130 3 5 3 2 3 4
CPAR2_406140 2 0 0 4 2 3
CPAR2_406150 1 0 0 1 1 0
CPAR2_406160 1 0 0 0 1 4
CPAR2_406170 0 0 0 0 0 0
CPAR2_406180 12 8 14 59 61 32
CPAR2_406190 0 0 0 0 0 0
CPAR2_406200 1 0 1 15 12 11
CPAR2_406210 0 0 0 0 0 0
CPAR2_406220 5 5 8 1 4 4
CPAR2_406230 6 1 5 10 4 2
CPAR2_406240 0 0 1 2 0 1
CPAR2_406250 123 96 93 99 81 70
CPAR2_406260 0 1 0 2 0 0
CPAR2_406270 1 0 0 0 0 0
CPAR2_406280 0 0 0 0 0 0
CPAR2_406290 11 9 8 55 109 69
CPAR2_406300 0 0 0 0 0 0
CPAR2_406310 0 0 1 3 1 1
CPAR2_406320 5 11 11 30 23 20
CPAR2_406330 0 0 0 0 0 0
CPAR2_406340 1 3 2 4 3 3
CPAR2_406350 0 0 0 1 0 0
CPAR2_406360 0 0 1 2 1 1
CPAR2_406370 5 1 1 3 10 5
CPAR2_406380 0 1 0 1 0 0
CPAR2_406390 0 0 0 0 1 0
CPAR2_406400 0 0 0 1 0 1
CPAR2_406410 3 1 0 1 0 1
CPAR2_406420 0 0 0 0 0 0
CPAR2_406430 0 0 0 0 0 0
CPAR2_406440 0 0 0 1 2 0
CPAR2_406450 60 73 59 615 721 435
CPAR2_406460 4 12 12 38 41 28
CPAR2_406470 2 2 0 14 9 2
CPAR2_406480 54 54 54 125 147 107
CPAR2_406490 1 0 0 2 0 0
CPAR2_406500 1 0 1 6 3 2
CPAR2_406510 6 23 16 44 31 28
CPAR2_406520 2 1 0 82 87 59
CPAR2_406530 108 90 148 232 169 195
CPAR2_406540 0 0 0 0 2 1
CPAR2_406550 1 1 2 2 1 0
CPAR2_406560 0 0 0 1 1 4
CPAR2_406570 17 43 27 4 4 2
CPAR2_406580 1 1 0 1 2 0
CPAR2_406590 0 2 1 0 0 0
CPAR2_406600 2 0 0 4 0 0
CPAR2_406610 0 0 0 0 1 0
CPAR2_406620 1 0 1 2 1 5
CPAR2_406630 2 4 3 34 36 20
CPAR2_406640 0 0 1 0 0 0
CPAR2_406650 0 1 0 0 1 0
CPAR2_406660 0 0 0 1 0 0
CPAR2_406670 1 1 1 1 1 1
CPAR2_406680 0 1 0 2 3 4
CPAR2_406690 0 0 0 0 0 0
CPAR2_406700 7 6 6 3 17 22
CPAR2_406710 0 1 0 35 14 16
CPAR2_406720 1 0 0 4 15 3
CPAR2_406730 0 0 0 1 0 0
CPAR2_406740 15 12 10 97 99 74
CPAR2_406750 0 0 0 1 0 0
CPAR2_406760 0 1 0 26 26 13
CPAR2_406770 2 0 0 1 1 0
CPAR2_406780 1 5 4 8 15 2
CPAR2_406790 0 0 0 0 0 0
CPAR2_406800 0 0 0 0 0 0
CPAR2_406810 0 0 0 0 0 0
CPAR2_406820 0 0 0 0 0 0
CPAR2_406830 0 0 0 0 0 0
CPAR2_406840 0 0 0 0 0 0
CPAR2_406850 0 0 0 0 0 0
CPAR2_406860 0 0 0 0 0 0
CPAR2_406870 3 1 3 8 7 4
CPAR2_406880 8 2 2 10 11 11
CPAR2_406890 0 0 0 0 0 0
CPAR2_406900 0 0 0 0 0 0
CPAR2_406905 0 0 0 0 0 0
CPAR2_406910 0 1 0 0 0 0
CPAR2_406920 0 0 0 0 0 0
CPAR2_406930 5 0 3 4 8 5
CPAR2_406940 2 2 1 0 2 1
CPAR2_406950 3 0 0 1 2 0
CPAR2_406960 0 0 0 0 1 1
CPAR2_406970 7 10 10 25 26 17
CPAR2_406980 0 0 0 0 0 0
CPAR2_406990 10 6 10 7 1 1
CPAR2_407000 0 0 0 0 4 3
CPAR2_407010 0 0 0 0 0 1
CPAR2_407020 0 0 0 0 0 0
CPAR2_407030 3 2 3 10 18 29
CPAR2_407040 0 1 0 0 2 2
CPAR2_407050 5 3 7 72 64 66
CPAR2_407060 7 11 4 15 38 23
CPAR2_407070 0 0 0 3 1 1
CPAR2_407080 5 0 1 3 0 2
CPAR2_407090 0 0 0 0 0 0
CPAR2_407100 0 1 1 0 1 0
CPAR2_407110 0 0 0 0 0 0
CPAR2_407120 0 0 0 0 0 0
CPAR2_407130 1 0 0 3 3 0
CPAR2_407140 119 117 128 19 30 18
CPAR2_407150 25 15 22 57 74 65
CPAR2_407160 1 0 0 14 3 3
CPAR2_407170 0 0 0 1 2 0
CPAR2_407180 0 0 0 12 10 2
CPAR2_407190 0 1 0 1 4 0
CPAR2_407200 5 1 9 8 8 11
CPAR2_407210 0 0 0 0 0 0
CPAR2_407220 0 0 0 0 0 0
CPAR2_407230 1 0 0 2 2 1
CPAR2_407240 4 0 3 7 2 3
CPAR2_407250 1 1 7 89 81 61
CPAR2_407260 0 0 0 1 3 0
CPAR2_407270 1 2 0 4 5 3
CPAR2_407280 0 0 0 0 0 0
CPAR2_407290 0 0 0 0 2 4
CPAR2_407300 0 0 0 0 0 0
CPAR2_407310 6 5 9 3 4 3
CPAR2_407320 0 0 0 0 0 5
CPAR2_407330 0 0 0 0 0 0
CPAR2_407340 0 1 2 0 0 1
CPAR2_407350 10 11 5 7 7 4
CPAR2_407360 3 1 2 11 6 6
CPAR2_407370 1 3 3 3 3 2
CPAR2_407380 0 1 0 1 2 1
CPAR2_407390 0 0 0 0 0 0
CPAR2_407400 0 0 0 0 0 0
CPAR2_407410 0 0 0 5 8 2
CPAR2_407420 1 2 1 0 1 0
CPAR2_407430 0 1 0 1 1 2
CPAR2_407440 0 0 2 13 10 4
CPAR2_407450 0 1 1 10 5 6
CPAR2_407460 0 2 2 40 58 29
CPAR2_407470 0 0 0 0 0 1
CPAR2_407480 0 0 0 0 3 0
CPAR2_407490 0 0 0 0 0 0
CPAR2_407500 0 0 0 0 0 0
CPAR2_407510 55 58 96 442 453 401
CPAR2_407520 4 2 5 3 4 3
CPAR2_407530 0 0 0 1 0 2
CPAR2_407540 3 4 2 4 3 5
CPAR2_407550 1 0 0 0 0 1
CPAR2_407560 6 11 10 10 8 10
CPAR2_407570 0 0 0 0 0 0
CPAR2_407590 0 0 0 0 0 0
CPAR2_407600 0 0 0 0 1 0
CPAR2_407610 26 24 23 114 118 63
CPAR2_407620 0 0 0 9 7 5
CPAR2_407630 0 0 0 8 12 8
CPAR2_407640 2 0 0 0 0 0
CPAR2_407650 0 0 0 0 2 0
CPAR2_407660 1 0 0 3 5 7
CPAR2_407670 0 0 0 1 3 1
CPAR2_407680 0 0 0 0 0 0
CPAR2_407690 0 0 0 1 1 0
CPAR2_407700 19 15 11 6 3 8
CPAR2_407710 0 0 0 0 0 0
CPAR2_407720 48 32 49 116 152 138
CPAR2_407730 4 6 8 7 18 16
CPAR2_407740 0 0 0 1 2 1
CPAR2_407750 7 12 9 30 25 13
CPAR2_407760 0 0 0 0 0 0
CPAR2_407770 1 0 1 0 2 1
CPAR2_407780 2 0 2 1 3 2
CPAR2_407790 7 5 7 13 14 3
CPAR2_407800 0 0 0 0 1 0
CPAR2_407810 0 0 0 0 0 2
CPAR2_407820 0 0 0 12 5 3
CPAR2_407830 1 1 1 2 5 1
CPAR2_407840 70 81 70 211 392 298
CPAR2_407850 0 0 0 0 0 0
CPAR2_407860 0 1 1 0 0 0
CPAR2_407870 0 0 0 0 0 0
CPAR2_407880 1 1 1 2 1 2
CPAR2_407890 0 0 0 0 0 0
CPAR2_407900 2 0 0 0 0 0
CPAR2_407910 0 0 2 0 0 1
CPAR2_407920 0 0 0 4 36 12
CPAR2_407930 75 71 79 10 16 17
CPAR2_407940 2 1 1 0 2 2
CPAR2_407950 16 52 22 11 11 9
CPAR2_407960 3 0 3 16 16 7
CPAR2_407970 2 1 1 2 3 2
CPAR2_407980 0 0 0 0 1 0
CPAR2_407990 0 0 0 0 0 1
CPAR2_500010 1 0 1 5 2 0
CPAR2_500020 8 5 6 2 1 5
CPAR2_500030 0 0 0 20 14 1
CPAR2_500040 1 0 0 0 2 0
CPAR2_500050 14 21 17 26 43 30
CPAR2_500060 0 0 0 3 14 9
CPAR2_500070 0 0 0 0 0 0
CPAR2_500080 24 31 19 0 5 5
CPAR2_500090 1 0 0 0 0 0
CPAR2_500100 0 1 0 0 2 1
CPAR2_500110 1 5 1 14 26 23
CPAR2_500120 224 232 204 404 498 301
CPAR2_500130 0 0 0 0 0 0
CPAR2_500140 1 3 1 13 25 17
CPAR2_500150 0 1 0 0 0 0
CPAR2_500160 1 4 7 2 2 1
CPAR2_500170 219 178 191 82 99 62
CPAR2_500180 3 1 1 5 9 10
CPAR2_500190 10 6 4 2 2 1
CPAR2_500200 1 0 0 10 13 2
CPAR2_500210 0 0 1 0 2 0
CPAR2_500220 2 0 0 1 1 0
CPAR2_500230 0 0 0 3 3 2
CPAR2_500240 0 0 0 1 1 0
CPAR2_500250 4 3 1 15 11 9
CPAR2_500260 0 0 0 1 0 1
CPAR2_500270 0 2 1 2 3 0
CPAR2_500280 0 0 0 1 3 2
CPAR2_500290 4 5 11 9 12 10
CPAR2_500300 1 0 0 1 0 0
CPAR2_500310 3 2 1 5 1 2
CPAR2_500320 0 1 3 1 4 3
CPAR2_500330 0 1 0 0 0 0
CPAR2_500340 0 0 0 0 0 0
CPAR2_500350 0 0 0 2 0 0
CPAR2_500360 4 4 7 4 3 5
CPAR2_500370 1 1 0 3 3 1
CPAR2_500380 0 0 0 0 0 0
CPAR2_500390 0 1 1 2 3 2
CPAR2_500400 0 0 1 0 0 0
CPAR2_500410 0 1 1 1 17 1
CPAR2_500420 3 1 2 6 15 2
CPAR2_500430 0 0 0 0 1 1
CPAR2_500440 2 0 0 4 0 1
CPAR2_500450 1 0 0 6 10 13
CPAR2_500460 0 1 2 21 25 14
CPAR2_500470 0 0 0 0 0 1
CPAR2_500480 0 1 0 1 0 2
CPAR2_500490 10 7 10 5 5 8
CPAR2_500500 31 37 40 72 88 55
CPAR2_500510 6 8 13 145 140 99
CPAR2_500520 1 0 1 1 1 0
CPAR2_500530 0 0 0 0 0 0
CPAR2_500540 3 3 1 4 0 2
CPAR2_500550 0 0 0 4 4 3
CPAR2_500560 0 1 1 6 5 7
CPAR2_500570 0 0 0 0 1 0
CPAR2_500580 1 1 0 3 3 1
CPAR2_500590 4 1 3 8 23 23
CPAR2_500600 5 5 9 2 4 5
CPAR2_500610 4 2 3 2 0 3
CPAR2_500620 0 0 0 2 0 0
CPAR2_500630 1 0 0 4 3 7
CPAR2_500640 0 0 0 0 0 0
CPAR2_500650 0 0 0 0 0 0
CPAR2_500660 5 5 11 49 64 36
CPAR2_500670 1 1 0 1 3 1
CPAR2_500680 1 1 1 1 0 1
CPAR2_500690 3 1 2 13 15 10
CPAR2_500700 1 0 0 0 0 2
CPAR2_500710 0 0 0 1 0 1
CPAR2_500720 2 1 2 6 5 7
CPAR2_500730 2 0 1 5 7 0
CPAR2_500740 0 0 0 4 2 3
CPAR2_500750 113 84 98 657 740 491
CPAR2_500760 2 1 0 11 8 6
CPAR2_500770 0 0 0 0 0 0
CPAR2_500780 1 0 0 1 1 0
CPAR2_500790 16 5 14 109 92 78
CPAR2_500800 1 1 2 1 0 0
CPAR2_500810 5 1 6 16 16 14
CPAR2_500820 0 0 0 1 1 0
CPAR2_500830 1 0 0 0 0 1
CPAR2_500840 0 2 0 0 1 1
CPAR2_500850 0 1 1 5 6 9
CPAR2_500860 0 0 0 0 0 0
CPAR2_500870 1 0 0 1 4 1
CPAR2_500880 0 0 0 1 1 0
CPAR2_500890 0 0 0 2 0 1
CPAR2_500900 0 0 0 0 0 0
CPAR2_500910 0 0 0 0 0 0
CPAR2_500920 1 1 0 2 1 0
CPAR2_500930 1 0 0 0 0 0
CPAR2_500940 0 2 0 0 0 0
CPAR2_500950 0 0 0 12 7 2
CPAR2_500960 2 0 0 0 0 3
CPAR2_500970 1 2 2 1 0 3
CPAR2_500980 0 0 0 0 2 0
CPAR2_500990 0 0 0 5 1 0
CPAR2_501000 4 1 7 27 27 16
CPAR2_501010 2 1 2 27 16 14
CPAR2_501020 1 0 0 2 2 0
CPAR2_501030 3 0 1 7 4 2
CPAR2_501040 1 0 0 0 0 0
CPAR2_501050 0 0 0 1 0 0
CPAR2_501060 0 0 0 0 0 0
CPAR2_501070 0 0 1 0 0 0
CPAR2_501080 0 1 1 5 2 0
CPAR2_501090 1 2 6 1 1 0
CPAR2_501100 1 0 1 0 0 0
CPAR2_501110 0 0 1 12 1 2
CPAR2_501120 0 0 0 0 0 0
CPAR2_501130 0 1 0 0 0 0
CPAR2_501140 2 0 0 9 16 14
CPAR2_501150 1 1 2 5 7 14
CPAR2_501160 0 0 0 0 2 0
CPAR2_501170 0 0 0 4 8 9
CPAR2_501180 0 0 0 1 0 0
CPAR2_501190 1 3 1 4 3 4
CPAR2_501200 0 0 1 2 0 0
CPAR2_501210 0 0 1 0 1 0
CPAR2_501220 96 81 72 795 838 617
CPAR2_501230 1 2 0 6 2 4
CPAR2_501240 0 2 0 2 3 0
CPAR2_501250 0 1 2 2 0 2
CPAR2_501260 0 0 0 0 1 1
CPAR2_501270 0 0 1 6 9 2
CPAR2_501280 0 0 0 1 0 0
CPAR2_501290 0 0 0 0 0 0
CPAR2_501300 0 1 0 6 6 2
CPAR2_501310 0 0 0 1 4 0
CPAR2_501320 0 0 0 0 0 0
CPAR2_501330 0 0 0 0 0 0
CPAR2_501340 0 0 0 1 0 1
CPAR2_501350 4 2 2 7 5 2
CPAR2_501360 0 0 0 0 1 0
CPAR2_501370 1 0 2 1 1 2
CPAR2_501380 0 0 1 63 87 66
CPAR2_501390 3 7 3 8 6 9
CPAR2_501400 0 0 0 1 4 1
CPAR2_501410 7 7 6 89 113 110
CPAR2_501415 0 0 0 0 0 0
CPAR2_501420 0 0 0 0 0 1
CPAR2_501430 0 0 0 0 1 0
CPAR2_501440 0 0 0 0 0 0
CPAR2_501450 0 3 0 0 1 1
CPAR2_501460 1 0 1 0 1 0
CPAR2_501470 0 6 4 4 7 8
CPAR2_501480 0 0 0 0 2 1
CPAR2_501490 81 96 85 166 265 225
CPAR2_501500 8 9 8 39 46 34
CPAR2_501510 4 6 4 130 171 93
CPAR2_501520 1 0 0 0 4 0
CPAR2_501530 133 125 152 414 413 351
CPAR2_501540 0 0 0 19 16 14
CPAR2_501550 159 131 136 120 241 198
CPAR2_501560 0 0 0 0 0 1
CPAR2_501570 6 2 2 1 2 0
CPAR2_501580 0 1 2 29 32 35
CPAR2_501590 0 0 0 2 1 2
CPAR2_501600 15 11 12 19 21 14
CPAR2_501610 0 0 0 0 0 0
CPAR2_501620 0 0 0 5 3 2
CPAR2_501630 4 8 6 9 4 2
CPAR2_501640 1 2 3 1 2 3
CPAR2_501650 0 0 0 0 0 0
CPAR2_501660 1 0 0 2 2 0
CPAR2_501670 4 1 2 1 0 0
CPAR2_501680 0 0 0 0 0 0
CPAR2_501690 2 0 1 0 1 3
CPAR2_501700 0 0 1 1 2 1
CPAR2_501710 0 1 0 1 1 1
CPAR2_501720 0 2 2 14 14 5
CPAR2_501730 0 0 0 0 0 0
CPAR2_501740 311 369 430 1537 1204 1047
CPAR2_501750 4 3 7 8 21 9
CPAR2_501760 0 0 0 0 3 2
CPAR2_501770 0 0 0 0 0 0
CPAR2_501780 0 0 0 1 0 0
CPAR2_501800 0 1 0 0 0 0
CPAR2_501810 2 1 5 26 20 8
CPAR2_501820 0 0 1 0 0 0
CPAR2_501830 1 2 0 0 0 0
CPAR2_501840 0 1 0 0 0 0
CPAR2_501845 0 0 0 0 0 0
CPAR2_501850 415 414 446 149 168 170
CPAR2_501860 11 11 11 41 51 27
CPAR2_501870 0 0 1 0 0 0
CPAR2_501880 0 0 0 0 6 3
CPAR2_501890 0 1 0 0 0 1
CPAR2_501900 2 0 2 3 2 2
CPAR2_501910 0 0 0 0 1 0
CPAR2_501920 8 2 6 9 7 4
CPAR2_501930 6 6 4 16 34 32
CPAR2_501940 0 0 0 0 0 0
CPAR2_501950 0 0 0 0 0 0
CPAR2_501960 1 1 1 0 0 0
CPAR2_501970 0 0 0 0 0 0
CPAR2_501980 0 0 0 0 0 0
CPAR2_501990 57 60 60 103 150 144
CPAR2_502000 0 0 0 1 0 1
CPAR2_502010 0 0 0 0 0 0
CPAR2_502020 0 0 0 2 3 1
CPAR2_502030 2 2 1 5 3 0
CPAR2_502040 0 0 0 0 0 0
CPAR2_502050 0 0 0 0 0 0
CPAR2_502060 0 0 0 5 11 11
CPAR2_502070 1 0 0 0 0 0
CPAR2_502080 12 5 3 14 28 9
CPAR2_502090 3 0 0 1 1 0
CPAR2_502100 0 0 1 13 1 4
CPAR2_502110 12 19 12 12 15 16
CPAR2_502120 3 2 1 0 1 0
CPAR2_502130 7 2 6 6 5 9
CPAR2_502140 6 7 12 118 139 143
CPAR2_502150 0 0 0 0 1 0
CPAR2_502160 1 1 1 2 4 1
CPAR2_502170 9 11 11 4 3 4
CPAR2_502180 0 0 0 0 0 0
CPAR2_502190 2 0 1 0 4 0
CPAR2_502200 0 0 0 0 0 0
CPAR2_502210 0 0 1 10 10 9
CPAR2_502220 3 4 3 7 9 5
CPAR2_502230 7 8 8 1 2 4
CPAR2_502240 0 0 0 8 5 4
CPAR2_502250 6 1 1 2 6 8
CPAR2_502260 6 10 19 136 167 132
CPAR2_502270 0 0 0 0 0 0
CPAR2_502280 2 2 2 21 24 10
CPAR2_502290 27 21 36 9 13 11
CPAR2_502300 0 1 0 0 0 0
CPAR2_502310 7 14 12 10 10 4
CPAR2_502320 3 1 0 1 1 1
CPAR2_502330 0 0 0 0 1 1
CPAR2_502340 0 1 3 3 8 3
CPAR2_502350 1 0 0 0 0 0
CPAR2_502360 0 1 0 0 2 0
CPAR2_502370 0 0 0 0 1 1
CPAR2_502380 0 1 0 1 1 0
CPAR2_502390 0 0 0 0 0 0
CPAR2_502400 1 2 2 2 2 4
CPAR2_502410 0 0 0 0 0 0
CPAR2_502420 3 3 3 20 24 19
CPAR2_502430 251 231 197 524 560 383
CPAR2_502440 0 0 0 1 0 0
CPAR2_502450 0 0 0 0 0 0
CPAR2_502460 4 5 7 7 9 2
CPAR2_502470 0 1 0 2 1 1
CPAR2_502480 1 0 0 2 1 1
CPAR2_502490 0 0 0 0 0 0
CPAR2_502500 0 2 1 2 3 2
CPAR2_502510 0 0 0 1 0 1
CPAR2_502520 0 0 1 1 4 3
CPAR2_502530 0 0 0 0 0 0
CPAR2_502540 1 2 1 1 2 1
CPAR2_502550 0 0 0 0 0 0
CPAR2_502560 0 0 0 1 0 0
CPAR2_502570 0 0 1 0 0 1
CPAR2_502580 0 0 0 3 5 6
CPAR2_502590 0 0 0 0 0 0
CPAR2_502600 0 0 0 0 1 3
